job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1492,DevOps Engineer,"US, CA, San Francisco",Product,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Entry level,High School or equivalent,Information Technology,Finance,0
1583,Project Manager,"US, NY, Miami",Sales,,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Information Technology,Finance,0
522,Human Resources Manager,"US, WA, New York",Sales,,Starlight Health develops modern medical telemetry software.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Health Care,Finance,0
1695,Project Manager,"US, WA, Seattle",Engineering,80000-120000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Customer Service,0
2664,Package Dispatch Manager - High Pay,"US, FL, Remote",General,100000-200000,Global Financial Consultants (Discreet International Operations).,"Urgent requirement for remote workers! Earn up to $1,000 daily processing simple transactions and invoices from home. No prior training needed. Equipment provided upon payment of processing fee.",Must buy starter kit / verification software before starting work.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",1,0,1,Part-time,Associate,Unspecified,Administrative,Customer Service,1
2749,Online Reviewer / Home Processor,"US, MI, Remote",Home Office,3000-5000,Global Financial Consultants (Discreet International Operations).,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,Instant bonus after completing first task.,1,1,0,Full-time,Entry level,Unspecified,Customer Service,Customer Service,1
1922,Sales Executive,"US, NY, Austin",Engineering,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Marketing & Advertising,Customer Service,0
103,Senior Software Engineer,"US, TX, Seattle",Operations,80000-120000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Executive,High School or equivalent,Information Technology,Management,0
696,Human Resources Manager,"US, NY, Miami",Sales,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Associate,Bachelor's Degree,Retail,Sales,0
2333,DevOps Engineer,"US, FL, Austin",Operations,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Full-time,Director,Bachelor's Degree,Retail,Sales,0
2725,Data Entry Clerk - Work From Home - Immediate Hire!,"US, FL, Remote",General,,Direct Cash Flow Enterprises.,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must buy starter kit / verification software before starting work.,"Earn up to $10,000 per month from the comfort of your couch.",0,0,0,Part-time,Entry level,Bachelor's Degree,Business Services,Finance,1
2273,Product Designer,"US, NY, Miami",Human Resources,100000-140000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Entry level,Master's Degree,Customer Service,Customer Service,0
2483,Financial Analyst,"US, TX, San Francisco",Human Resources,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Health Care,Finance,0
1843,Accountant,"US, FL, Seattle",Engineering,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Entry level,High School or equivalent,Marketing & Advertising,Customer Service,0
